,userId,movieId,rating
518,9,3798,5.0
519,9,4022,4.0
520,9,4148,5.0
521,9,4369,4.0
522,10,1,4.0
523,10,11,4.0
524,10,25,4.0
525,10,260,4.0
526,10,527,5.0
527,10,858,5.0
528,10,912,4.0
529,10,969,4.0
530,10,1136,4.0
531,10,1196,4.0
532,10,1198,4.0
533,10,1208,4.0
534,10,1210,4.0
535,10,1221,5.0
536,10,1230,4.0
537,10,1240,4.0
538,10,1242,4.0
539,10,1247,5.0
540,10,1250,4.0
541,10,1387,5.0
542,10,1721,4.0
543,10,2028,4.0
544,10,2194,4.0
545,10,2384,4.0
546,10,2657,4.0
547,10,2797,4.0
548,10,2944,4.0
549,10,2948,4.0
550,10,3062,4.0
551,11,1,4.5
552,11,32,5.0
553,11,39,4.5
554,11,110,4.0
555,11,150,5.0
556,11,158,4.0
557,11,160,4.0
558,11,165,4.0
559,11,170,5.0
560,11,172,5.0
561,11,173,5.0
562,11,185,4.0
563,11,208,4.5
564,11,231,4.0
565,11,253,4.5
566,11,256,5.0
567,11,260,5.0
568,11,318,5.0
569,11,356,5.0
570,11,364,4.0
571,11,367,4.0
572,11,377,4.0
573,11,380,5.0
574,11,410,4.0
575,11,442,4.5
576,11,480,5.0
577,11,500,4.5
578,11,527,4.5
579,11,531,4.5
580,11,541,4.5
581,11,546,5.0
582,11,551,5.0
583,11,586,4.0
584,11,587,4.5
585,11,588,5.0
586,11,589,4.5
587,11,592,4.5
588,11,593,5.0
589,11,595,4.5
590,11,597,4.5
591,11,610,4.0
592,11,616,4.0
593,11,648,4.0
594,11,653,4.5
595,11,673,5.0
596,11,736,5.0
597,11,741,4.5
598,11,780,5.0
599,11,828,4.0
600,11,880,5.0
601,11,968,5.0
602,11,1028,4.0
603,11,1032,4.0
604,11,1036,4.0
605,11,1046,4.5
606,11,1073,5.0
607,11,1097,4.5
608,11,1136,4.5
609,11,1168,4.5
610,11,1196,5.0
611,11,1197,4.0
612,11,1198,4.0
613,11,1200,5.0
614,11,1210,4.5
615,11,1214,5.0
616,11,1225,5.0
617,11,1240,5.0
618,11,1253,4.0
619,11,1255,4.0
620,11,1270,5.0
621,11,1274,5.0
622,11,1291,4.5
623,11,1320,5.0
624,11,1321,4.0
625,11,1339,5.0
626,11,1387,4.0
627,11,1391,4.0
628,11,1527,4.5
629,11,1544,5.0
630,11,1580,5.0
631,11,1584,4.0
632,11,1591,5.0
633,11,1653,5.0
634,11,1676,4.5
635,11,1690,5.0
636,11,1721,4.0
637,11,1748,5.0
638,11,1876,4.5
639,11,1882,4.0
640,11,1917,5.0
641,11,2004,4.5
642,11,2011,5.0
643,11,2012,5.0
644,11,2018,4.0
645,11,2028,5.0
646,11,2042,4.0
647,11,2105,4.5
648,11,2134,5.0
649,11,2140,5.0
650,11,2232,4.5
651,11,2240,4.5
652,11,2291,5.0
653,11,2313,4.5
654,11,2355,4.0
655,11,2396,4.5
656,11,2428,5.0
657,11,2455,5.0
658,11,2571,5.0
659,11,2572,5.0
660,11,2600,5.0
661,11,2628,4.5
662,11,2642,4.0
663,11,2706,4.0
664,11,2716,5.0
665,11,2717,4.5
666,11,2720,4.0
667,11,2722,4.5
668,11,2761,4.5
669,11,2762,5.0
670,11,2793,5.0
671,11,2827,4.0
672,11,2840,4.0
673,11,2858,5.0
674,11,2916,5.0
675,11,2959,4.5
676,11,3000,5.0
677,11,3033,4.0
678,11,3054,4.0
679,11,3113,5.0
680,11,3114,5.0
681,11,3159,5.0
682,11,3247,4.5
683,11,3269,5.0
684,11,3300,4.0
685,11,3438,4.5
686,11,3525,5.0
687,11,3527,4.5
688,11,3578,4.5
689,11,3697,4.5
690,11,3702,4.0
691,11,3745,4.5
692,11,3753,5.0
693,11,3793,5.0
694,11,3864,4.0
695,11,3892,4.0
696,11,3897,4.0
697,11,3969,5.0
698,11,3980,4.0
699,11,3988,4.0
700,11,3994,5.0
701,11,4054,4.0
702,11,4226,5.0
703,11,4235,5.0
704,11,4299,5.0
705,11,4306,4.5
706,11,4340,4.0
707,11,4366,4.5
708,11,4370,5.0
709,11,4388,5.0
710,11,4446,4.5
711,11,4492,4.0
712,11,4571,5.0
713,11,4638,5.0
714,11,4643,4.5
715,11,4792,4.0
716,11,4878,5.0
717,11,4887,5.0
718,11,4896,5.0
719,11,4974,4.5
720,11,4993,5.0
721,11,4995,4.0
722,11,5046,4.5
723,11,5151,4.0
724,11,5152,4.5
725,11,5171,5.0
726,11,5219,5.0
727,11,5225,4.0
728,11,5266,4.5
729,11,5283,4.0
730,11,5299,4.5
731,11,5349,5.0
732,11,5377,5.0
733,11,5378,4.5
734,11,5444,4.5
735,11,5445,4.5
736,11,5459,5.0
737,11,5463,4.5
738,11,5502,4.5
739,11,5618,4.5
740,11,5669,5.0
741,11,5782,4.0
742,11,5816,5.0
743,11,5882,5.0
744,11,5903,5.0
745,11,5952,5.0
746,11,5971,5.0
747,11,6016,5.0
748,11,6094,4.0
749,11,6250,5.0
750,11,6281,5.0
751,11,6291,5.0
752,11,6294,4.0
753,11,6333,5.0
754,11,6365,5.0
755,11,6377,5.0
756,11,6502,5.0
757,11,6534,4.0
758,11,6539,5.0
759,11,6541,4.0
760,11,6659,4.5
761,11,6731,4.5
762,11,6863,5.0
763,11,6874,4.0
764,11,6934,5.0
765,11,6953,4.5
766,11,6979,5.0
767,11,6996,4.0
768,11,7022,4.5
769,11,7099,4.5
770,11,7153,5.0
771,11,7163,4.5
772,11,7173,4.5
773,11,7254,5.0
774,11,7293,4.5
775,11,7361,5.0
776,11,7444,5.0
777,11,7458,4.5
778,11,7481,5.0
779,11,7541,4.5
780,11,7845,4.0
781,11,8169,5.0
782,11,8361,4.5
783,11,8368,4.0
784,11,8371,4.5
785,11,8636,4.5
786,11,8640,4.0
787,11,8644,5.0
788,11,8810,5.0
789,11,8865,4.0
790,11,8870,4.5
791,11,8907,4.0
792,11,8965,5.0
793,11,8972,4.5
794,11,8973,5.0
795,11,26509,5.0
796,11,26913,4.5
797,11,27368,4.0
798,11,27441,5.0
799,11,27608,5.0
800,11,27660,5.0
801,11,27728,4.5
802,11,27904,5.0
803,11,30707,5.0
804,11,30793,5.0
805,11,30812,4.0
806,11,31184,5.0
807,11,31429,5.0
808,11,31553,4.0
809,11,31555,5.0
810,11,31658,5.0
811,11,31660,4.5
812,11,31878,5.0
813,11,32213,4.5
814,11,33085,5.0
815,11,33166,4.5
816,11,33493,5.0
817,11,33585,5.0
818,11,33660,4.0
819,11,33679,4.5
820,11,33794,4.0
821,11,34048,5.0
822,11,34150,4.0
823,11,34319,4.0
824,11,34338,4.0
825,11,34542,5.0
826,11,35836,5.0
827,11,36401,4.0
828,11,36931,4.5
829,11,37830,5.0
830,11,41566,4.5
831,11,41569,5.0
832,11,41571,5.0
833,11,43556,5.0
834,11,44191,4.0
835,11,44731,5.0
836,11,44849,4.5
837,11,45361,5.0
838,11,45499,5.0
839,11,45722,4.5
840,11,46578,5.0
841,11,48304,5.0
842,11,48394,4.5
843,11,48516,4.5
844,11,48738,4.0
845,11,48774,4.0
846,11,49205,4.5
847,11,49278,4.5
848,11,50872,4.5
849,11,51412,4.0
850,11,51662,5.0
851,11,52281,4.0
852,11,52328,5.0
853,11,52722,4.5
854,11,52885,4.5
855,11,53000,5.0
856,11,53125,4.0
857,11,53464,4.5
858,11,53953,4.5
859,11,53996,4.5
860,11,54001,5.0
861,11,54771,4.5
862,11,54995,4.0
863,11,55190,4.0
864,11,55999,4.5
865,11,56145,5.0
866,11,56174,5.0
867,11,56757,5.0
868,11,56801,5.0
869,11,56949,4.0
870,11,57640,4.5
871,11,57949,5.0
872,11,58293,4.5
873,11,58559,5.0
874,11,58652,5.0
875,11,59315,5.0
876,11,59418,5.0
877,11,60037,5.0
878,11,60040,4.0
879,11,60069,5.0
880,11,60524,4.0
881,11,60684,5.0
882,11,60760,4.5
883,11,60832,4.5
884,11,62265,4.0
885,11,63859,4.5
886,11,64034,4.5
887,11,64497,5.0
888,11,64614,4.0
889,11,64997,5.0
890,11,65514,4.0
891,11,66171,4.5
892,11,67197,4.0
893,11,67295,4.0
894,11,68319,5.0
895,11,69526,5.0
896,11,69945,4.5
897,11,71282,5.0
898,11,72641,5.0
899,12,1,4.0
900,12,34,4.0
901,12,36,4.0
902,12,104,4.0
903,12,110,4.0
904,12,260,4.0
905,12,344,4.0
906,12,356,4.0
907,12,364,4.0
908,12,380,4.0
909,12,527,4.0
910,12,589,4.0
911,12,595,4.0
912,12,608,5.0
913,12,653,4.0
914,12,733,4.0
915,12,784,4.0
916,12,786,4.0
917,12,788,4.0
918,13,1,4.0
919,13,11,4.0
920,13,32,5.0
921,13,47,5.0
922,13,95,4.0
923,13,110,5.0
924,13,150,5.0
925,13,160,4.0
926,13,161,5.0
927,13,185,4.0
928,13,225,4.0
929,13,253,5.0
930,13,266,5.0
931,13,292,5.0
932,13,296,5.0
933,13,315,4.0
934,13,318,5.0
935,13,350,4.0
936,13,356,5.0
937,13,367,4.0
938,13,377,4.0
939,13,420,4.0
940,13,434,4.0
941,13,435,4.0
942,13,442,4.0
943,13,457,5.0
944,13,474,4.0
945,13,500,5.0
946,13,508,5.0
947,13,509,4.0
948,13,527,5.0
949,13,553,5.0
950,13,589,4.0
951,13,590,4.0
952,13,597,5.0
953,14,1,4.5
954,14,17,5.0
955,14,62,4.0
956,14,150,5.0
957,14,252,4.0
958,14,260,4.0
959,14,277,4.0
960,14,314,4.0
961,14,339,4.5
962,14,356,4.0
963,14,364,4.5
964,14,368,4.5
965,14,440,4.5
966,14,452,4.5
967,14,471,5.0
968,14,480,4.0
969,14,497,4.5
970,14,529,5.0
971,14,534,4.0
972,14,588,4.0
973,14,595,4.5
974,14,728,4.5
975,14,745,4.0
976,14,838,4.0
977,14,898,4.5
978,14,911,4.0
979,14,954,4.5
980,14,955,4.5
981,14,1022,4.0
982,14,1023,4.5
983,14,1136,4.0
984,14,1148,5.0
985,14,1196,4.0
986,14,1197,4.5
987,14,1204,4.5
988,14,1207,5.0
989,14,1210,4.0
990,14,1243,5.0
991,14,1246,4.5
992,14,1262,4.5
993,14,1265,4.5
994,14,1269,4.5
995,14,1270,4.0
996,14,1271,4.0
997,14,1291,4.0
998,14,1396,5.0
999,14,1610,4.5
1000,14,1682,4.5
1001,14,1689,5.0
1002,14,1947,4.0
1003,14,1957,4.5
1004,14,2012,4.0
1005,14,2059,4.5
1006,14,2078,4.0
1007,14,2083,4.0
1008,14,2094,4.0
1009,14,2125,4.5
1010,14,2150,4.5
1011,14,2324,4.5
1012,14,2394,5.0
1013,14,2414,4.0
1014,14,2501,4.5
1015,14,2687,4.5
1016,14,2724,4.5
1017,14,2761,4.0
1018,14,3088,4.5
1019,14,3097,4.0
1020,14,3114,4.5
1021,14,3175,4.5
1022,14,3360,4.0
1023,14,3396,4.0
1024,14,3397,4.0
1025,14,3471,4.0
1026,14,3512,4.5
1027,14,3675,4.0
1028,14,3723,4.0
1029,14,3751,4.5
1030,14,3809,4.0
1031,14,3916,4.0
1032,14,4022,4.5
1033,14,4535,4.0
1034,14,4886,4.5
1035,14,4896,4.0
1036,14,4921,4.5
1037,14,4995,5.0
1038,14,5066,4.0
1039,14,5218,4.0
1040,14,5267,4.0
1041,14,5299,4.5
1042,14,5303,4.0
1043,14,5380,4.5
1044,14,5470,4.0
1045,14,5620,4.0
1046,14,5629,4.5
1047,14,5667,4.0
1048,14,5957,4.5
1049,14,6297,5.0
1050,14,6377,4.5
1051,14,6424,5.0
1052,14,6533,4.0
1053,14,6550,4.0
1054,14,6753,5.0
1055,14,6776,4.5
1056,14,7075,4.0
1057,14,7161,4.0
1058,14,7263,4.5
1059,14,7395,4.0
1060,14,8039,4.0
1061,14,8360,4.5
1062,14,8574,4.0
1063,14,8580,4.0
1064,14,8695,4.0
1065,14,8961,4.0
1066,14,8965,4.5
1067,14,8970,4.0
1068,14,25752,4.0
1069,14,26084,4.0
1070,14,26133,4.0
1071,14,26294,4.0
1072,14,27706,4.5
1073,14,31658,4.0
1074,14,36525,4.5
1075,14,37739,4.0
1076,14,40339,4.0
1077,14,40629,4.5
1078,14,41566,4.5
1079,14,44022,4.0
1080,14,44709,5.0
1081,14,45431,5.0
1082,14,45517,4.5
1083,14,46976,4.5
1084,14,48982,4.0
1085,14,50160,4.5
1086,14,50872,4.5
1087,14,51471,5.0
1088,14,52287,5.0
1089,14,60069,5.0
1090,14,60487,4.0
1091,15,34,4.0
1092,15,150,4.0
1093,15,246,4.0
1094,15,356,5.0
1095,15,364,4.0
1096,15,457,4.0
1097,15,474,4.0
1098,15,515,4.0
1099,15,527,5.0
1100,15,539,4.0
1101,15,594,4.0
1102,15,596,4.0
1103,15,608,4.0
1104,16,39,4.0
1105,16,122,4.0
1106,16,356,4.0
1107,16,550,5.0
1108,16,587,5.0
1109,16,916,5.0
1110,16,934,4.0
1111,16,1197,5.0
1112,16,1265,5.0
1113,16,1380,5.0
1114,16,1500,5.0
1115,16,1580,4.0
1116,16,1753,5.0
1117,16,1923,4.0
1118,16,2144,4.0
1119,16,2248,4.0
1120,16,2406,4.0
1121,16,2470,4.0
1122,16,2716,5.0
1123,16,2791,4.0
1124,16,2924,5.0
1125,16,3210,4.0
1126,16,3461,4.0
1127,16,3548,5.0
1128,16,3760,5.0
1129,16,3868,5.0
1130,16,4066,4.0
1131,16,4085,4.0
1132,16,4089,4.0
1133,17,6,4.0
1134,17,110,4.0
1135,17,457,5.0
1136,17,1233,4.0
1137,17,1270,4.0
1138,17,1580,4.0
1139,17,1608,4.0
1140,17,1610,4.0
1141,17,2028,5.0
1142,17,2353,4.0
1143,17,2683,5.0
1144,17,3082,4.0
1145,17,3101,5.0
1146,17,3256,5.0
1147,17,3578,5.0
1148,17,3753,5.0
1149,17,3755,4.0
1150,17,3996,4.0
1151,17,4019,4.0
1152,17,4639,4.0
1153,18,186,4.0
1154,18,296,4.0
1155,18,318,4.5
1156,18,356,4.0
1157,18,527,4.0
1158,18,588,4.0
1159,18,608,4.0
1160,18,858,4.0
1161,18,912,5.0
1162,18,1201,5.0
1163,18,1206,4.0
1164,18,1209,4.0
1165,18,1211,4.5
1166,18,1230,4.5
1167,18,1247,4.0
1168,18,1252,4.5
1169,18,1283,4.0
1170,18,1305,4.5
1171,18,1641,4.0
1172,18,1784,4.0
1173,18,1952,4.0
1174,18,2289,4.0
1175,18,2997,4.0
1176,18,3083,5.0
1177,18,3426,4.0
1178,18,3507,4.0
1179,18,4280,4.0
1180,18,4967,5.0
1181,18,4973,5.0
1182,18,5225,5.0
1183,18,5477,4.5
1184,18,5608,4.0
1185,18,5878,5.0
1186,18,6016,5.0
1187,18,6197,5.0
1188,18,6291,5.0
1189,18,7034,4.0
1190,18,7234,5.0
1191,18,7323,5.0
1192,18,7361,5.0
1193,18,7456,4.0
1194,18,7767,5.0
1195,18,8254,4.5
1196,18,8645,4.0
1197,18,27803,5.0
1198,18,30749,4.0
1199,18,31410,4.5
1200,18,39183,4.5
1201,18,41527,5.0
1202,18,42197,4.5
1203,18,43376,4.0
1204,18,44204,4.0
1205,18,44555,5.0
1206,18,44694,4.0
1207,18,46976,4.0
1208,18,51084,4.0
1209,18,51174,4.5
1210,18,55052,4.5
1211,18,55820,4.0
1212,18,57792,4.0
1213,18,59018,5.0
1214,18,59118,4.0
1215,18,60482,5.0
1216,18,61075,4.5
1217,18,63062,4.5
1218,18,64701,4.5
1219,18,69122,4.5
1220,18,71033,4.5
1221,19,1,5.0
1222,19,3,4.0
1223,19,6,5.0
1224,19,7,5.0
1225,19,14,4.0
1226,19,17,4.0
1227,19,61,4.0
1228,19,62,5.0
1229,19,74,4.0
1230,19,86,5.0
1231,19,88,4.0
1232,19,100,4.0
1233,19,112,5.0
1234,19,135,4.0
1235,19,141,5.0
1236,19,376,4.0
1237,19,494,4.0
1238,19,608,5.0
1239,19,609,4.0
1240,19,628,4.0
1241,19,656,5.0
1242,19,694,4.0
1243,19,710,5.0
1244,19,724,4.0
1245,19,725,4.0
1246,19,733,4.0
1247,19,736,4.0
1248,19,780,4.0
1249,19,786,4.0
1250,19,788,4.0
1251,19,802,4.0
1252,19,1073,5.0
1253,20,16,4.0
1254,20,111,4.5
1255,20,1080,4.0
1256,20,1208,4.5
1257,20,1221,4.0
1258,20,1291,4.0
1259,20,1884,5.0
1260,20,1994,4.0
1261,20,2023,4.0
1262,20,2571,4.0
1263,20,2710,4.0
1264,21,6,4.0
1265,21,16,5.0
1266,21,32,4.0
1267,21,50,5.0
1268,21,111,4.0
1269,21,260,5.0
1270,21,262,4.0
1271,21,296,5.0
1272,21,318,5.0
1273,21,474,4.0
1274,21,527,5.0
1275,21,541,5.0
1276,21,562,4.0
1277,21,589,4.0
1278,21,593,5.0
1279,21,608,4.0
1280,21,778,4.0
